FID,id,latitude,longitude,country,sample_size,hbaa,hbas,hbss,malaria_hypothesis,population_estimates,area_type,source,citation,country_id,malaria_metrics_available,identifiedproblem
HbS_Data.fid--5a9ebec4_181ab14c941_1dab,639,18.018,80.264,India,132,124,8,0,YES,YES,Point (? 10 km2),IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c06,1261,18.06549118,-63.05851653,Netherlands Antilles,193,,14,0,NO,YES,Point (? 10 km2),IBD03322,"van Heyningen, A. M., M. J. Levenston, et al. (2009). ""Estimated incidence of sickle-cell disease in Aruba and St. Maarten suggests cost-effectiveness of a universal screening programme for St. Maarten."" The West Indian medical journal 58(4): 301-304.",ANT,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e38,891,18.083,-15.978,Mauritania,700,639,61,,YES,YES,Point (? 10 km2),IBD02489,"Deyde, V. M., B. B. Lo, et al. (2002). ""Epidemiological profile of hemoglobinopathies in the Mauritanian population."" Annals of Hematology 81(6): 320-321.",MRT,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d5f,22,18.117,-76.851,Jamaica,858,724,87,2,NO,YES,Point (? 10 km2),IBD00024,"Ahern, E. J., A. V. Swan, et al. (1973). ""The prevalence of the rarer inherited haemoglobin defects in adult Jamaicans."" British Journal of Haematology 25(4): 437-444.",JAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d53,510,18.1467,-93.2556,Mexico,99,97,2,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d54,511,18.184,-98.5371,Mexico,17,17,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf3,389,18.192,79.946,India,120,120,,,YES,NO,Point (? 10 km2),IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dac,640,18.192,79.946,India,120,116,4,0,YES,YES,Point (? 10 km2),IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dee,748,18.221,-66.462,Puerto Rico,1487,1486,1,,NO,YES,Large polygon (>100 km2),IBD01951,"Suarez, R. M., R. Buso, et al. (1959). ""Distribution of abnormal hemoglobins in Puerto Rico and survival studies of red blood cells using Cr51."" Blood 14(3): 255-261.",PRI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b5b,567,18.2532,81.343,India,358,328,30,,NO,YES,,IBD01456,"Negi, R. S. (1962). ""The incidence of sickle-cell trait in two Bastar tribes."" Man 62: 142.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c70,390,18.295,80.555,India,117,117,,,YES,NO,Point (? 10 km2),IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dad,641,18.295,80.555,India,118,100,18,0,YES,YES,Point (? 10 km2),IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ae4,486,18.322,45.673,Saudi Arabia,44,42,2,,YES,YES,Large polygon (>100 km2),IBD01173,"Lehmann, H., G. Maranjian, et al. (1963). ""Distribution of sickle-cell hemoglobin in Saudi Arabia."" Nature 198: 492-493.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d42,495,18.388,-93.215,Mexico,160,149,11,0,NO,YES,,IBD01235,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" American Journal of Physical Anthropology 30(3): 349-354.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bc0,596,18.426,37.726,Sudan,100,100,0,,YES,YES,Point (? 10 km2),IBD01509,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Tropical and Geographical Medicine 24(4): 401-405.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d1d,439,18.4383,73.71,India,13,13,,,YES,NO,Small polygon (>25 and ? 100 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d21,440,18.4383,73.71,India,45,45,0,0,YES,YES,Small polygon (>25 and ? 100 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf9,17,18.4429,83.4092,India,114,114,0,0,YES,YES,,IBD00018,"Agrawal, H. N. (1964). ""A short note on a study of A.B.O. blood groups, P.T.C. taste sensitivity, middle phalangeal hairs and sickle cell trait among the Wad Balgel of Andhra Pradesh."" Bulletin of the Anthropological Survey India 13: 111-113.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d22,441,18.4554,73.8896,India,76,76,0,0,YES,YES,Point (? 10 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d25,442,18.4897,73.1371,India,131,123,8,0,YES,YES,Point (? 10 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c31,120,18.536,-73.802,Haiti,55,48,5,,NO,YES,Point (? 10 km2),IBD00162,"Basu, A., K. K. Namboodiri, et al. (1976). ""Morphology, serology, dermatoglyphics, and microevolution of some village populations in Haiti, West Indies."" Human Biology 48(2): 245-269.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1abe,280,18.561,82.741,India,99,99,0,,YES,YES,,IBD00577,"Das, S. R., C. P. Mukherjee, et al. (1967). ""Sickle-cell trait in Koraput District and other parts of India."" Acta Genetica et Statistica Medica 17: 62-73.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c8f,283,18.561,82.741,India,598,539,59,,NO,YES,,IBD00577,"Das, S. R., C. P. Mukherjee, et al. (1967). ""Sickle-cell trait in Koraput District and other parts of India."" Acta Genetica et Statistica Medica 17: 62-73.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c9d,284,18.561,82.741,India,4,4,0,,NO,YES,,IBD00577,"Das, S. R., C. P. Mukherjee, et al. (1967). ""Sickle-cell trait in Koraput District and other parts of India."" Acta Genetica et Statistica Medica 17: 62-73.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1caa,281,18.561,82.741,India,158,156,2,,NO,YES,,IBD00577,"Das, S. R., C. P. Mukherjee, et al. (1967). ""Sickle-cell trait in Koraput District and other parts of India."" Acta Genetica et Statistica Medica 17: 62-73.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cab,282,18.561,82.741,India,19,16,3,,NO,YES,,IBD00577,"Das, S. R., C. P. Mukherjee, et al. (1967). ""Sickle-cell trait in Koraput District and other parts of India."" Acta Genetica et Statistica Medica 17: 62-73.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1da1,634,18.584,-72.233,Haiti,288,245,34,,NO,YES,Point (? 10 km2),IBD01630,"Raccurt, C. P., S. Seytor, et al. (1983). ""[Prevalence of abnormal hemoglobins in Haiti. Survey among a rural population of Plaine du Cul-de-Sac]."" Annales de la Société Belge de Médecine Tropicale 63(3): 241-246.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d26,443,18.5923,73.6501,India,51,51,0,0,YES,YES,Point (? 10 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c33,121,18.597,-73.738,Haiti,188,167,13,,NO,YES,Point (? 10 km2),IBD00162,"Basu, A., K. K. Namboodiri, et al. (1976). ""Morphology, serology, dermatoglyphics, and microevolution of some village populations in Haiti, West Indies."" Human Biology 48(2): 245-269.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c34,122,18.612,-73.789,Haiti,137,113,23,,NO,YES,Point (? 10 km2),IBD00162,"Basu, A., K. K. Namboodiri, et al. (1976). ""Morphology, serology, dermatoglyphics, and microevolution of some village populations in Haiti, West Indies."" Human Biology 48(2): 245-269.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d56,512,18.6132,-102.587,Mexico,133,133,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c36,123,18.618,-73.732,Haiti,76,18,6,,NO,YES,Point (? 10 km2),IBD00162,"Basu, A., K. K. Namboodiri, et al. (1976). ""Morphology, serology, dermatoglyphics, and microevolution of some village populations in Haiti, West Indies."" Human Biology 48(2): 245-269.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c37,124,18.636,-73.778,Haiti,31,56,7,,NO,YES,Point (? 10 km2),IBD00162,"Basu, A., K. K. Namboodiri, et al. (1976). ""Morphology, serology, dermatoglyphics, and microevolution of some village populations in Haiti, West Indies."" Human Biology 48(2): 245-269.",HTI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d43,496,18.646,-91.817,Mexico,109,106,3,0,NO,YES,,IBD01235,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" American Journal of Physical Anthropology 30(3): 349-354.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bbe,517,18.6757,83.7653,India,132,130,2,,NO,YES,,IBD01274,"Rao, P. M., N. M. Blake, et al. (1978). ""Genetic studies on the Savara and Jatapu Tribes of Andhra Pradesh, India."" Human Heredity 28(2): 122-131.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ad4,518,18.6777,83.8084,India,157,155,2,,NO,YES,,IBD01274,"Rao, P. M., N. M. Blake, et al. (1978). ""Genetic studies on the Savara and Jatapu Tribes of Andhra Pradesh, India."" Human Heredity 28(2): 122-131.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1aed,574,18.788,80.822,India,27,,3,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e33,833,18.7919,82.7479,India,176,150,23,3,YES,YES,,IBD02338,"Balgir, R. S. (2006). ""Genetic heterogeneity of population structure in 15 major scheduled tribes in central-eastern India: A study of immuno-hematological disorders."" Indian Journal of Human Genetics 12(2): 86-92.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b42,575,18.8331,80.9222,India,397,330,67,,NO,YES,,IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ab4,578,18.861,80.387,India,19,,0,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b0a,576,18.861,80.387,India,68,,8,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b5f,577,18.861,80.387,India,30,,12,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b2a,579,18.892,81.35,India,19,,0,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b77,580,18.892,81.35,India,185,,29,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1def,749,18.95,72.83,India,421,421,0,,NO,YES,Large polygon (>100 km2),IBD01958,"Sukumaran, P. K., L. D. Sanghvi, et al. (1956). ""Sickle cell trait in some tribes of western India."" Current Science 25: 290-291.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d27,444,18.953,72.829,India,133,133,0,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b3e,487,19.013,42.915,Saudi Arabia,30,30,0,,YES,YES,Large polygon (>100 km2),IBD01173,"Lehmann, H., G. Maranjian, et al. (1963). ""Distribution of sickle-cell hemoglobin in Saudi Arabia."" Nature 198: 492-493.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e6b,894,19.0854,43.5378,Saudi Arabia,231,226,5,0,YES,YES,,IBD02545,"el-Hazmi, M. A. and A. S. Warsy (1987). ""Interaction between glucose-6-phosphate dehydrogenase deficiency and sickle cell gene in Saudi Arabia."" Tropical and Geographical Medicine 39(1): 32-35.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b76,568,19.1024,81.865,India,60,57,3,,NO,YES,,IBD01456,"Negi, R. S. (1962). ""The incidence of sickle-cell trait in two Bastar tribes."" Man 62: 142.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e71,901,19.126,41.077,Saudi Arabia,823,,,,YES,YES,Point (? 10 km2),IBD02562,"Elhazmi, M. A. F. and A. S. Warsy (1993). ""The Frequency of Hbs and Glucose-6-Phosphate-Dehydrogenase Phenotypes in Relation to Malaria in Western Saudi-Arabia."" Saudi Medical Journal 14(2): 121-125.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1abc,581,19.136,81.393,India,34,,9,,NO,YES,Point (? 10 km2),IBD01459,"Negi, R. S. (1964). ""The incidence of sickle-cell trait in Bastar. III."" Man 64: 214.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f2a,1120,19.167,-99.999,Mexico,42,42,0,0,YES,YES,Point (? 10 km2),IBD03260,"Penaloza-Espinosa, R. I., L. Buentello-Malo, et al. (2008). ""[Hemoglobin S frequency in five Mexican populations and its importance in public health]."" Salud Publica Mex 50(4): 325-329.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d44,497,19.187,-96.137,Mexico,147,145,2,0,NO,YES,,IBD01235,"Lisker, R., M. S. Cordova, et al. (1969). ""Studies on several genetic hematological traits of the Mexican population. XVI. Hemoglobin, S and glucose-6-phosphate dehydrogenase deficiency in the east coast."" American Journal of Physical Anthropology 30(3): 349-354.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f2b,1121,19.2,-99.051,Mexico,74,74,0,0,YES,YES,Point (? 10 km2),IBD03260,"Penaloza-Espinosa, R. I., L. Buentello-Malo, et al. (2008). ""[Hemoglobin S frequency in five Mexican populations and its importance in public health]."" Salud Publica Mex 50(4): 325-329.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b98,569,19.2,81.934,India,60,50,10,,NO,YES,Small polygon (>25 and ? 100 km2),IBD01456,"Negi, R. S. (1962). ""The incidence of sickle-cell trait in two Bastar tribes."" Man 62: 142.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d28,445,19.2165,73.0345,India,96,96,0,0,YES,YES,Point (? 10 km2),IBD01060,"Kate, S. L., B. N. Mukherjee, et al. (1978). ""Red cell glucose-6-phosphate dehydrogenase deficiency and haemoglobin variants among ten endogamous groups of Maharshtra and West Bengal."" Human Genetics 44(3): 339-343.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ae7,570,19.239,81.2567,India,123,76,47,,YES,YES,,IBD01458,"Negi, R. S. (1963). ""The incidence of sickle-cell trait in Bastar. II."" Man 63: 22.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b19,571,19.239,81.2567,India,241,199,42,,NO,YES,,IBD01458,"Negi, R. S. (1963). ""The incidence of sickle-cell trait in Bastar. II."" Man 63: 22.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b7f,572,19.239,81.2567,India,64,64,,,NO,YES,,IBD01458,"Negi, R. S. (1963). ""The incidence of sickle-cell trait in Bastar. II."" Man 63: 22.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dae,642,19.2561,79.0045,India,404,335,69,0,NO,YES,,IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e6c,895,19.3433,41.3138,Saudi Arabia,114,81,27,6,YES,YES,,IBD02545,"el-Hazmi, M. A. and A. S. Warsy (1987). ""Interaction between glucose-6-phosphate dehydrogenase deficiency and sickle cell gene in Saudi Arabia."" Tropical and Geographical Medicine 39(1): 32-35.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf5,391,19.364,79.293,India,319,319,,,NO,YES,,IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c1b,179,19.373,78.783,India,101,65,35,1,YES,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c67,180,19.373,78.783,India,133,113,19,1,NO,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e34,834,19.4444,84.5112,India,177,164,13,0,YES,YES,,IBD02338,"Balgir, R. S. (2006). ""Genetic heterogeneity of population structure in 15 major scheduled tribes in central-eastern India: A study of immuno-hematological disorders."" Indian Journal of Human Genetics 12(2): 86-92.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4b,502,19.468,-98.428,Mexico,96,89,7,,NO,YES,Point (? 10 km2),IBD01236,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. 8. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" American Journal of Human Genetics 17: 179-187.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e35,835,19.5646,82.3449,India,166,136,25,5,YES,YES,,IBD02338,"Balgir, R. S. (2006). ""Genetic heterogeneity of population structure in 15 major scheduled tribes in central-eastern India: A study of immuno-hematological disorders."" Indian Journal of Human Genetics 12(2): 86-92.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4c,503,19.691,-98.398,Mexico,91,87,4,,NO,YES,Point (? 10 km2),IBD01236,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. 8. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" American Journal of Human Genetics 17: 179-187.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b72,573,19.7401,81.6572,India,312,270,42,,NO,YES,,IBD01458,"Negi, R. S. (1963). ""The incidence of sickle-cell trait in Bastar. II."" Man 63: 22.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e37,836,19.8572,83.1172,India,219,170,46,3,YES,YES,,IBD02338,"Balgir, R. S. (2006). ""Genetic heterogeneity of population structure in 15 major scheduled tribes in central-eastern India: A study of immuno-hematological disorders."" Indian Journal of Human Genetics 12(2): 86-92.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c3b,129,19.8776,-72.8323,Haiti,350,,24,,NO,YES,Large polygon (>100 km2),IBD00201,"Benoist, J. (1962). ""Anthropologie physique de la population de l'ilo de la tortue (Haiti). Contribution à l'étude de l'origine des noirs des antilles françaises."" Bulletins et Mémoires de la Société d'Anthropologie de Paris 3(11): 315-335.",HTI,TRUE,FALSE
